external_ref,oem,model,chemistry,rated_capacity_kwh,nominal_voltage,manufacture_date,source_city,source_state,lat,lng,cycle_count,capacity_now_kwh,avg_temp_c,max_temp_c,thermal_stress_hours,internal_resistance_mohm,ir_growth_pct,coulombic_efficiency,fade_rate,fade_acceleration,cv_phase_fraction,voltage_slope,voltage_variance,discharge_efficiency
BAT-0654,Fleet Operator B (2W),VoltPack-4100,LFP,4.1,52.0,2022-06-18,Bengaluru,Karnataka,12.9143,77.6243,1482,3.21,31.8,46.8,43.4,32.0,39.7,0.9925,1.464,0.008,0.246,0.164,0.0376,0.9493
BAT-0655,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,48.0,2022-08-23,Lucknow,Uttar Pradesh,26.7999,80.8641,881,3.02,29.0,44.3,43.5,25.1,52.6,0.9929,2.419,0.006,0.237,0.158,0.0647,0.9518
BAT-0656,Fleet Operator A (2W),VoltPack-3200,LFP,3.2,52.0,2021-05-23,New Delhi,Delhi,28.5413,77.1218,778,2.4,35.3,49.4,11.0,35.9,40.9,0.9915,3.128,0.042,0.269,0.18,0.0632,0.9427
BAT-0657,Fleet Operator B (2W),VoltPack-4000,NMC,4.0,52.0,2021-05-25,New Delhi,Delhi,28.637,77.0997,1086,2.54,34.4,51.0,78.8,37.1,22.1,0.9878,3.064,0.004,0.356,0.237,0.0515,0.9181
BAT-0658,Fleet Operator B (3W),VoltPack-5500,LFP,5.5,48.0,2024-04-22,Mumbai,Maharashtra,19.0654,73.0024,1820,3.48,31.9,48.0,52.9,39.3,44.7,0.9877,1.718,0.006,0.357,0.238,0.0963,0.9177
BAT-0659,Fleet Operator C (2W),VoltPack-3400,NMC,3.4,52.0,2022-09-06,Kochi,Kerala,9.7858,76.1812,987,2.33,31.3,46.9,78.8,13.9,45.6,0.9894,3.535,0.061,0.319,0.212,0.0865,0.9287
BAT-0660,Fleet Operator B (2W),VoltPack-3700,LFP,3.7,48.0,2024-07-02,New Delhi,Delhi,28.5112,77.1529,1567,2.4,32.6,47.5,63.4,33.2,17.3,0.9882,2.393,0.032,0.346,0.231,0.0576,0.9209
BAT-0661,Fleet Operator B (2W),VoltPack-3700,LFP,3.7,60.0,2024-02-19,Pune,Maharashtra,18.5081,73.8991,1379,2.69,34.8,41.6,30.4,24.1,17.5,0.9907,2.348,0.016,0.288,0.192,0.0562,0.9375
BAT-0662,Fleet Operator B (3W),VoltPack-7300,LCO,7.3,48.0,2024-03-11,Chennai,Tamil Nadu,13.0889,80.3496,1661,3.72,32.4,45.1,106.3,36.1,22.6,0.985,2.556,0.033,0.42,0.28,0.1117,0.9
BAT-0663,Fleet Operator B (2W),VoltPack-4400,LFP,4.4,60.0,2021-10-20,Pune,Maharashtra,18.5061,73.8923,1330,3.27,33.3,51.0,32.5,24.3,28.5,0.9912,2.25,0.079,0.276,0.184,0.0582,0.9409
BAT-0664,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,48.0,2024-10-14,Bengaluru,Karnataka,12.8679,77.7364,1492,1.66,34.3,51.4,68.9,37.8,52.6,0.985,3.198,0.025,0.42,0.28,0.0924,0.9
BAT-0665,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,48.0,2021-07-14,Mumbai,Maharashtra,18.966,72.9883,973,2.39,38.8,64.1,114.4,35.3,22.4,0.9922,2.265,0.022,0.254,0.169,0.0621,0.9471
BAT-0666,Fleet Operator C (2W),VoltPack-4100,NMC,4.1,52.0,2024-11-05,Chennai,Tamil Nadu,12.9765,80.3874,423,3.66,31.3,44.5,8.6,33.7,10.1,0.9962,2.044,0.011,0.162,0.108,0.0178,0.973
BAT-0667,Fleet Operator C (2W),VoltPack-4200,NMC,4.2,60.0,2023-11-03,Lucknow,Uttar Pradesh,26.7119,80.8424,672,3.21,30.0,50.5,22.9,29.1,10.7,0.992,3.241,0.004,0.259,0.172,0.0343,0.9457
BAT-0668,Fleet Operator C (2W),VoltPack-3200,NMC,3.2,52.0,2023-11-11,Jaipur,Rajasthan,27.0233,75.8913,450,2.32,32.8,50.8,36.5,34.5,29.3,0.9907,5.571,0.017,0.289,0.192,0.0938,0.9372
BAT-0669,Fleet Operator B (2W),VoltPack-3800,LFP,3.8,60.0,2023-11-28,Jaipur,Rajasthan,26.9863,75.7505,403,2.72,32.7,42.8,31.9,27.2,25.4,0.9904,8.282,0.03,0.296,0.197,0.0925,0.9351
BAT-0670,Fleet Operator B (2W),VoltPack-3600,LCO,3.6,60.0,2023-09-19,New Delhi,Delhi,28.6661,77.144,565,2.75,33.5,40.0,59.2,21.0,16.0,0.9919,4.038,0.043,0.26,0.173,0.0502,0.9454
BAT-0671,Fleet Operator B (2W),VoltPack-3400,LFP,3.4,60.0,2023-04-05,Ahmedabad,Gujarat,22.9836,72.5926,394,2.99,32.1,41.7,19.6,31.8,13.8,0.9957,3.482,0.035,0.172,0.115,0.0193,0.9702
BAT-0672,Fleet Operator B (4W),VoltPack-31100,LFP,31.1,96.0,2024-08-20,Bengaluru,Karnataka,12.9459,77.6451,1887,19.1,32.3,42.4,49.5,18.7,51.4,0.9871,1.994,0.088,0.372,0.248,0.0953,0.9136
BAT-0673,Fleet Operator A (2W),VoltPack-3600,LFP,3.6,60.0,2024-05-10,Mumbai,Maharashtra,19.1445,72.8729,445,3.17,28.3,38.4,10.0,23.7,18.1,0.9957,2.462,0.043,0.172,0.115,0.0199,0.9703
BAT-0674,Fleet Operator A (2W),VoltPack-3200,NMC,3.2,48.0,2024-09-25,Jaipur,Rajasthan,26.9172,75.6822,793,2.41,29.3,46.2,17.8,23.7,23.4,0.9916,2.717,0.003,0.268,0.179,0.0422,0.943
BAT-0675,Fleet Operator C (2W),VoltPack-4100,LCO,4.1,60.0,2024-09-10,Bengaluru,Karnataka,13.0103,77.6862,921,3.63,28.2,46.9,30.6,40.2,30.9,0.9959,1.374,0.033,0.168,0.112,0.0239,0.9714
BAT-0676,Fleet Operator C (2W),VoltPack-4100,NMC,4.1,48.0,2021-11-13,Pune,Maharashtra,18.5128,73.8355,1010,2.96,34.0,44.9,35.4,19.1,15.2,0.9906,3.027,0.043,0.292,0.194,0.0699,0.9364
BAT-0677,Fleet Operator A (2W),VoltPack-3100,LFP,3.1,60.0,2022-09-12,Kochi,Kerala,9.7848,76.2511,1068,2.13,31.8,53.9,48.6,14.2,41.4,0.9895,3.057,0.026,0.317,0.211,0.0635,0.9291
BAT-0678,Fleet Operator A (2W),VoltPack-3900,NMC,3.9,60.0,2024-11-07,Jaipur,Rajasthan,26.8007,75.8358,1188,2.49,37.1,42.8,36.4,26.3,33.3,0.9879,3.026,0.015,0.354,0.236,0.0568,0.9186
BAT-0679,Fleet Operator C (2W),VoltPack-3000,LCO,3.0,60.0,2024-04-11,Pune,Maharashtra,18.5773,73.7602,1118,2.32,34.4,47.4,11.5,34.9,31.8,0.9923,2.275,0.087,0.251,0.168,0.0405,0.9478
BAT-0680,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,52.0,2021-11-11,Lucknow,Uttar Pradesh,26.7538,80.9055,1598,2.15,35.0,52.8,46.5,35.1,55.8,0.9897,1.558,0.025,0.312,0.208,0.0918,0.9306
BAT-0681,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,60.0,2023-01-26,Hyderabad,Telangana,17.5212,78.5543,850,2.89,29.3,40.7,53.1,15.5,39.5,0.9918,2.344,0.041,0.262,0.175,0.0771,0.9448
BAT-0682,Fleet Operator A (3W),VoltPack-5800,NMC,5.8,48.0,2021-03-01,Pune,Maharashtra,18.4434,73.914,976,4.52,33.2,51.9,42.2,18.1,67.6,0.9924,2.522,0.033,0.248,0.166,0.0541,0.9486
BAT-0683,Fleet Operator C (2W),VoltPack-4200,LFP,4.2,60.0,2022-04-14,Pune,Maharashtra,18.4158,73.8959,202,3.83,30.2,39.2,4.9,29.9,16.7,0.9968,4.564,0.04,0.148,0.099,0.0198,0.9771
BAT-0684,Fleet Operator A (3W),VoltPack-5200,NMC,5.2,60.0,2022-06-02,Pune,Maharashtra,18.6555,73.8091,715,4.51,32.9,38.8,15.4,20.2,15.0,0.9953,1.713,0.018,0.182,0.121,0.041,0.9674
BAT-0685,Fleet Operator B (4W),VoltPack-33800,LCO,33.8,96.0,2023-05-22,Nagpur,Maharashtra,21.1872,78.9869,1711,20.64,35.9,53.9,87.7,24.0,45.4,0.987,1.988,0.003,0.375,0.25,0.1235,0.9129
BAT-0686,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,48.0,2022-08-10,Chennai,Tamil Nadu,13.1745,80.3646,962,2.43,29.4,48.6,31.3,29.3,30.9,0.9926,2.669,0.015,0.246,0.164,0.059,0.9494
BAT-0687,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,48.0,2023-08-26,Mumbai,Maharashtra,19.0426,72.8178,768,3.63,28.0,45.3,13.2,19.7,19.0,0.9945,2.13,0.038,0.2,0.133,0.0372,0.9624
BAT-0688,Fleet Operator C (3W),VoltPack-6300,LFP,6.3,48.0,2023-08-27,Chennai,Tamil Nadu,13.0352,80.3989,1770,4.3,34.3,44.6,50.1,40.4,15.5,0.9893,2.025,0.002,0.321,0.214,0.0572,0.9281
BAT-0689,Fleet Operator A (2W),VoltPack-3200,NMC,3.2,52.0,2021-10-24,Pune,Maharashtra,18.5233,73.842,881,2.78,32.5,47.7,13.9,13.1,11.2,0.9953,1.485,0.018,0.182,0.121,0.0186,0.9675
BAT-0690,Fleet Operator A (2W),VoltPack-3500,NMC,3.5,52.0,2024-11-15,Nagpur,Maharashtra,21.138,79.0871,1319,2.49,35.8,44.6,24.2,20.8,28.9,0.9902,2.493,0.027,0.3,0.2,0.0755,0.934
BAT-0691,Fleet Operator B (3W),VoltPack-7700,LFP,7.7,60.0,2023-06-27,Bengaluru,Karnataka,12.9669,77.4961,1250,5.85,34.2,49.3,32.8,36.2,28.2,0.9918,1.551,0.024,0.262,0.175,0.0478,0.9446
BAT-0692,Fleet Operator C (2W),VoltPack-4000,NMC,4.0,60.0,2023-03-03,Kochi,Kerala,10.0244,76.1216,793,3.18,30.5,42.0,51.5,18.1,14.6,0.9929,2.662,0.036,0.237,0.158,0.0305,0.9518
BAT-0693,Fleet Operator B (2W),VoltPack-4000,NMC,4.0,52.0,2022-08-07,Kochi,Kerala,9.8654,76.3005,971,2.88,30.0,52.0,13.8,44.2,41.9,0.9905,2.374,0.013,0.293,0.195,0.0841,0.9361
BAT-0694,Fleet Operator A (2W),VoltPack-4100,NMC,4.1,48.0,2023-10-13,Bengaluru,Karnataka,12.9043,77.6459,632,3.19,31.6,40.8,33.8,12.2,44.4,0.9924,4.048,0.006,0.249,0.166,0.0321,0.9485
BAT-0695,Fleet Operator A (2W),VoltPack-3900,NMC,3.9,48.0,2021-09-09,Pune,Maharashtra,18.545,73.8279,1792,2.07,36.9,49.0,49.6,15.9,43.4,0.985,2.319,0.076,0.42,0.28,0.1831,0.9
BAT-0696,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,60.0,2024-07-10,Bengaluru,Karnataka,13.1024,77.5802,1294,2.7,35.8,45.0,30.0,22.4,15.7,0.9875,2.787,0.015,0.362,0.241,0.074,0.9164
BAT-0697,Fleet Operator C (2W),VoltPack-3400,NMC,3.4,60.0,2024-08-24,Ahmedabad,Gujarat,23.0182,72.644,1362,2.09,37.0,51.9,87.0,15.5,22.0,0.9871,2.795,0.031,0.372,0.248,0.118,0.9136
BAT-0698,Fleet Operator A (4W),VoltPack-36300,LFP,36.3,96.0,2024-07-23,Hyderabad,Telangana,17.3095,78.5126,1826,22.66,37.2,49.2,33.0,40.4,65.3,0.9874,2.204,0.002,0.364,0.243,0.1013,0.9158
BAT-0699,Fleet Operator B (2W),VoltPack-4000,NMC,4.0,52.0,2022-08-19,Hyderabad,Telangana,17.4785,78.4918,566,3.41,28.8,45.5,33.5,31.5,23.8,0.9948,2.971,0.043,0.193,0.129,0.0414,0.9643
BAT-0700,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,52.0,2023-11-12,Pune,Maharashtra,18.3943,73.7204,1023,2.55,30.7,41.0,36.4,44.6,25.0,0.9908,2.126,0.099,0.285,0.19,0.0574,0.9382
BAT-0701,Fleet Operator C (2W),VoltPack-4300,NMC,4.3,60.0,2023-03-13,Bengaluru,Karnataka,13.049,77.7425,1039,2.77,36.2,46.1,45.9,14.3,36.2,0.988,2.989,0.099,0.35,0.233,0.1351,0.9198
BAT-0702,Fleet Operator A (2W),VoltPack-4300,LFP,4.3,60.0,2022-06-19,Pune,Maharashtra,18.468,73.9319,1166,2.97,33.2,45.3,20.6,34.2,28.5,0.9896,2.549,0.001,0.314,0.209,0.1027,0.9301
BAT-0703,Fleet Operator B (2W),VoltPack-3900,LCO,3.9,60.0,2022-02-10,New Delhi,Delhi,28.7537,77.2063,1546,3.03,29.5,41.1,56.5,14.1,43.0,0.9924,1.621,0.007,0.25,0.167,0.0737,0.9482
BAT-0704,Fleet Operator A (2W),VoltPack-3900,NMC,3.9,60.0,2022-06-02,Jaipur,Rajasthan,26.8646,75.7886,788,3.36,28.2,44.4,20.4,44.5,11.5,0.9952,1.971,0.025,0.186,0.124,0.0178,0.9664
BAT-0705,Fleet Operator B (2W),VoltPack-3300,LCO,3.3,60.0,2024-02-15,Hyderabad,Telangana,17.2449,78.3382,1590,2.35,34.1,58.7,93.6,24.4,35.1,0.9902,1.538,0.093,0.299,0.199,0.0511,0.9343
BAT-0706,Fleet Operator B (2W),VoltPack-4200,NMC,4.2,48.0,2022-05-19,Lucknow,Uttar Pradesh,26.7025,80.8399,739,3.7,30.4,45.2,19.2,23.2,9.7,0.9958,1.313,0.042,0.172,0.114,0.0225,0.9704
BAT-0707,Fleet Operator C (4W),VoltPack-36800,NMC,36.8,96.0,2022-07-20,Ahmedabad,Gujarat,23.0213,72.6361,1118,22.78,32.3,46.0,47.1,22.3,53.3,0.9872,3.061,0.039,0.368,0.245,0.0601,0.9147
BAT-0708,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,48.0,2021-10-26,Hyderabad,Telangana,17.312,78.5363,576,2.91,33.3,44.8,22.0,16.2,42.1,0.992,3.922,0.02,0.258,0.172,0.0741,0.9459
BAT-0709,Fleet Operator C (3W),VoltPack-6400,LFP,6.4,48.0,2022-05-28,Mumbai,Maharashtra,19.0697,72.885,208,5.98,30.8,43.2,10.3,21.8,11.6,0.9975,3.087,0.005,0.132,0.088,0.0095,0.9816
BAT-0710,Fleet Operator C (2W),VoltPack-3500,NMC,3.5,52.0,2024-02-08,Mumbai,Maharashtra,19.0167,72.9443,514,2.93,30.8,40.5,10.8,40.1,9.8,0.9943,2.581,0.03,0.206,0.137,0.0533,0.9608
BAT-0711,Fleet Operator B (2W),VoltPack-3700,LCO,3.7,48.0,2024-02-02,Hyderabad,Telangana,17.3307,78.4796,800,3.04,30.3,43.4,33.1,39.5,23.3,0.9938,2.16,0.027,0.216,0.144,0.048,0.9577
BAT-0712,Fleet Operator B (2W),VoltPack-3000,NMC,3.0,48.0,2022-07-15,Pune,Maharashtra,18.5736,73.8323,748,2.24,36.0,43.3,20.4,41.3,19.2,0.9914,3.61,0.08,0.273,0.182,0.036,0.9416
BAT-0713,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,60.0,2022-01-28,Lucknow,Uttar Pradesh,26.7702,80.9637,913,2.68,33.3,42.6,54.4,22.6,30.1,0.992,2.152,0.06,0.258,0.172,0.0737,0.9458
BAT-0714,Fleet Operator B (2W),VoltPack-3600,LFP,3.6,48.0,2024-02-10,Chennai,Tamil Nadu,13.1287,80.3161,337,3.33,27.5,42.5,12.1,43.2,12.8,0.9972,2.059,0.024,0.139,0.092,0.0138,0.9797
BAT-0715,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,60.0,2021-03-22,Pune,Maharashtra,18.587,73.7581,1515,2.62,34.5,64.2,141.9,34.6,39.5,0.9896,2.328,0.004,0.315,0.21,0.0474,0.9298
BAT-0716,Fleet Operator B (2W),VoltPack-3300,NMC,3.3,48.0,2024-03-07,Hyderabad,Telangana,17.3382,78.4149,485,2.78,28.4,49.5,7.2,14.0,19.7,0.9945,3.734,0.012,0.201,0.134,0.042,0.9622
BAT-0717,Fleet Operator B (2W),VoltPack-3200,NMC,3.2,52.0,2023-09-04,Mumbai,Maharashtra,19.0227,72.9084,918,2.44,34.4,41.4,57.0,43.3,20.8,0.9919,3.073,0.007,0.262,0.174,0.0591,0.9449
BAT-0718,Fleet Operator B (2W),VoltPack-3300,LFP,3.3,60.0,2022-06-25,Pune,Maharashtra,18.63,73.9235,1317,2.45,29.6,40.7,54.3,30.1,39.4,0.9912,1.959,0.006,0.277,0.184,0.0482,0.9406
BAT-0719,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,48.0,2021-01-09,Lucknow,Uttar Pradesh,26.8415,81.0795,492,2.83,33.2,39.2,12.3,21.4,26.4,0.9934,3.21,0.013,0.226,0.15,0.0501,0.955
BAT-0720,Fleet Operator B (2W),VoltPack-3700,NMC,3.7,48.0,2022-04-24,Pune,Maharashtra,18.3979,73.9067,1245,2.76,29.1,42.4,36.3,35.4,33.4,0.9914,2.185,0.006,0.273,0.182,0.0884,0.9417
BAT-0721,Fleet Operator B (2W),VoltPack-3500,LFP,3.5,52.0,2024-02-07,Bengaluru,Karnataka,12.8491,77.732,849,2.18,30.8,49.1,65.7,16.0,29.3,0.9874,4.715,0.104,0.366,0.244,0.1427,0.9154
BAT-0722,Fleet Operator A (2W),VoltPack-3500,NMC,3.5,52.0,2021-12-02,Bengaluru,Karnataka,13.0674,77.6926,744,2.5,36.3,65.6,118.6,15.7,41.9,0.9903,3.401,0.108,0.297,0.198,0.0404,0.9349
BAT-0723,Fleet Operator B (3W),VoltPack-7300,NMC,7.3,48.0,2022-12-22,Indore,Madhya Pradesh,22.8394,75.9412,599,5.5,30.5,50.6,39.1,36.1,29.8,0.9916,4.246,0.116,0.267,0.178,0.0592,0.9434
BAT-0724,Fleet Operator A (4W),VoltPack-35100,NMC,35.1,96.0,2024-08-28,Nagpur,Maharashtra,21.2036,79.0635,1445,21.62,36.0,46.1,40.9,29.8,55.7,0.9871,2.771,0.119,0.371,0.247,0.0596,0.914
BAT-0725,Fleet Operator B (2W),VoltPack-3700,LCO,3.7,52.0,2024-11-12,Bengaluru,Karnataka,12.9241,77.4795,1412,2.25,37.9,49.7,25.3,12.3,33.3,0.9869,2.809,0.037,0.376,0.251,0.1401,0.9124
BAT-0726,Fleet Operator B (2W),VoltPack-3100,NMC,3.1,48.0,2022-06-22,New Delhi,Delhi,28.6976,77.2459,1845,1.7,31.2,46.4,107.6,43.8,32.1,0.985,2.294,0.115,0.42,0.28,0.0865,0.9
BAT-0727,Fleet Operator C (2W),VoltPack-3400,LFP,3.4,52.0,2023-01-06,Bengaluru,Karnataka,12.8379,77.4742,534,3.22,28.6,38.5,10.5,26.4,9.9,0.9979,0.896,0.029,0.123,0.082,0.0055,0.9843
BAT-0728,Fleet Operator C (3W),VoltPack-6600,LFP,6.6,60.0,2023-02-12,Nagpur,Maharashtra,21.2571,78.9399,1810,4.26,37.8,52.8,28.5,40.4,24.9,0.9881,2.348,0.003,0.348,0.232,0.1159,0.9203
BAT-0729,Fleet Operator A (2W),VoltPack-3100,LFP,3.1,48.0,2021-08-01,Hyderabad,Telangana,17.5261,78.4178,505,2.38,30.1,50.1,20.1,28.9,34.1,0.9921,4.069,0.11,0.256,0.17,0.0593,0.9466
BAT-0730,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,60.0,2022-06-05,Pune,Maharashtra,18.6624,73.7248,642,2.03,32.8,47.8,87.8,25.1,16.4,0.9871,6.156,0.015,0.371,0.247,0.094,0.9138
BAT-0731,Fleet Operator C (3W),VoltPack-7900,NMC,7.9,48.0,2024-04-12,Bengaluru,Karnataka,13.0184,77.6231,1512,5.32,31.6,45.5,59.6,16.6,54.2,0.989,2.177,0.026,0.327,0.218,0.1128,0.9263
BAT-0732,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,60.0,2024-04-10,Hyderabad,Telangana,17.3217,78.6358,1782,2.29,33.3,45.4,64.0,21.8,14.8,0.9884,2.308,0.043,0.342,0.228,0.1236,0.922
BAT-0733,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,60.0,2024-06-15,Lucknow,Uttar Pradesh,26.7931,80.9075,902,2.3,33.2,41.1,47.7,36.6,14.3,0.9885,3.915,0.011,0.34,0.226,0.0808,0.9228
BAT-0734,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,48.0,2021-11-13,Pune,Maharashtra,18.6519,73.9529,509,3.09,29.3,43.8,9.9,14.6,16.4,0.9975,1.21,0.044,0.131,0.087,0.01,0.9818
BAT-0735,Fleet Operator B (2W),VoltPack-3700,NMC,3.7,48.0,2024-02-07,Bengaluru,Karnataka,13.0618,77.4591,736,3.23,28.9,45.0,31.3,25.0,30.5,0.9955,1.687,0.017,0.178,0.119,0.0335,0.9685
BAT-0736,Fleet Operator A (2W),VoltPack-3400,LFP,3.4,60.0,2021-03-17,Pune,Maharashtra,18.6132,73.9729,781,2.93,33.7,43.5,5.1,21.6,23.9,0.9951,1.789,0.035,0.187,0.125,0.023,0.9661
BAT-0737,Fleet Operator B (2W),VoltPack-3900,NMC,3.9,60.0,2022-06-04,Mumbai,Maharashtra,19.1076,72.8398,603,3.26,31.5,43.1,17.8,32.1,31.0,0.9943,2.824,0.001,0.206,0.138,0.0277,0.9605
BAT-0738,Fleet Operator A (4W),VoltPack-33900,LCO,33.9,96.0,2023-12-04,Bengaluru,Karnataka,13.0266,77.7415,457,25.3,31.5,41.6,11.3,27.5,51.1,0.9914,5.011,0.012,0.273,0.182,0.0765,0.9417
BAT-0739,Fleet Operator C (3W),VoltPack-5100,NMC,5.1,60.0,2024-01-06,Pune,Maharashtra,18.4873,73.799,1016,2.89,34.6,44.5,62.4,23.8,54.4,0.9855,4.71,0.032,0.408,0.272,0.1657,0.9034
BAT-0740,Fleet Operator C (3W),VoltPack-6700,NMC,6.7,60.0,2022-05-23,Pune,Maharashtra,18.638,73.7951,913,4.14,35.8,41.3,73.9,34.2,31.1,0.9872,4.887,0.033,0.369,0.246,0.0627,0.9145
BAT-0741,Fleet Operator A (2W),VoltPack-4000,NMC,4.0,60.0,2021-11-13,Pune,Maharashtra,18.6171,73.9171,451,2.96,29.4,46.6,18.6,36.9,10.2,0.9912,5.22,0.007,0.278,0.185,0.0485,0.9402
BAT-0742,Fleet Operator A (4W),VoltPack-38200,NMC,38.2,96.0,2021-02-22,Bengaluru,Karnataka,12.9778,77.6504,1081,25.47,34.8,50.4,40.6,17.7,21.0,0.9888,2.985,0.033,0.333,0.222,0.1063,0.9248
BAT-0743,Fleet Operator C (2W),VoltPack-3400,LFP,3.4,60.0,2021-08-18,Kochi,Kerala,9.8623,76.3864,598,2.47,29.5,42.7,59.6,43.5,23.7,0.9907,4.809,0.034,0.289,0.192,0.0963,0.9372
BAT-0744,Fleet Operator C (2W),VoltPack-4300,LCO,4.3,48.0,2024-11-26,Pune,Maharashtra,18.4536,73.8151,1380,3.09,35.2,46.7,45.1,13.1,12.2,0.9905,1.906,0.024,0.294,0.196,0.0687,0.9357
BAT-0745,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,52.0,2024-09-07,Nagpur,Maharashtra,21.0957,79.0811,1560,2.56,35.5,48.5,15.8,36.7,34.2,0.9923,1.607,0.044,0.251,0.167,0.0344,0.948
BAT-0746,Fleet Operator C (2W),VoltPack-3700,NMC,3.7,52.0,2023-01-04,Pune,Maharashtra,18.612,73.8622,1046,2.88,34.1,47.7,59.1,43.2,30.5,0.9924,2.325,0.025,0.248,0.166,0.0625,0.9487
BAT-0747,Fleet Operator B (2W),VoltPack-3600,NMC,3.6,60.0,2022-06-19,Bengaluru,Karnataka,12.9799,77.6774,546,3.12,30.0,47.9,13.9,37.9,25.5,0.9953,2.407,0.021,0.182,0.121,0.0316,0.9675
BAT-0748,Fleet Operator B (3W),VoltPack-7700,NMC,7.7,48.0,2024-01-22,Pune,Maharashtra,18.6241,73.7556,1128,3.69,37.4,49.2,74.3,16.6,38.7,0.985,4.613,0.073,0.42,0.28,0.1189,0.9
BAT-0749,Fleet Operator B (2W),VoltPack-3600,NMC,3.6,48.0,2024-11-08,Bengaluru,Karnataka,13.0077,77.517,1044,2.4,37.3,42.0,22.7,19.8,55.9,0.9887,3.267,0.042,0.334,0.222,0.105,0.9245
BAT-0750,Fleet Operator C (2W),VoltPack-4000,NMC,4.0,52.0,2024-06-21,Indore,Madhya Pradesh,22.6604,75.8351,508,3.03,35.0,41.6,15.8,34.0,26.5,0.9917,4.201,0.032,0.264,0.176,0.0859,0.9441
BAT-0751,Fleet Operator A (2W),VoltPack-3600,NMC,3.6,60.0,2024-02-05,Ahmedabad,Gujarat,23.0396,72.4614,549,2.83,32.6,44.1,55.4,21.9,28.7,0.9926,3.352,0.021,0.244,0.162,0.0677,0.95
BAT-0752,Fleet Operator B (2W),VoltPack-3500,LCO,3.5,48.0,2023-08-22,Mumbai,Maharashtra,18.9781,72.9447,884,2.66,34.8,51.0,30.8,39.9,13.7,0.9918,2.205,0.017,0.263,0.176,0.0617,0.9444
BAT-0753,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,60.0,2021-06-21,Mumbai,Maharashtra,19.1801,72.8056,1400,2.55,29.2,46.3,57.0,27.6,28.1,0.9908,1.655,0.007,0.286,0.19,0.0628,0.9381
BAT-0754,Fleet Operator C (3W),VoltPack-5800,NMC,5.8,60.0,2023-03-08,Chennai,Tamil Nadu,13.0258,80.4018,1422,3.61,36.7,50.0,23.4,26.5,22.1,0.9873,2.209,0.027,0.366,0.244,0.1015,0.9152
BAT-0755,Fleet Operator A (3W),VoltPack-5300,NMC,5.3,48.0,2024-11-15,New Delhi,Delhi,28.671,77.2615,694,4.39,32.8,40.4,6.2,36.9,10.9,0.9941,2.49,0.036,0.211,0.14,0.0242,0.9593
BAT-0756,Fleet Operator A (3W),VoltPack-7600,NMC,7.6,48.0,2021-07-26,New Delhi,Delhi,28.6458,77.1612,757,6.42,28.4,47.1,33.4,22.7,34.5,0.9946,2.196,0.004,0.199,0.132,0.0361,0.9627
BAT-0757,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,52.0,2022-08-10,Pune,Maharashtra,18.4211,73.7717,1117,2.84,30.3,41.1,30.6,35.7,46.5,0.9914,2.054,0.018,0.272,0.181,0.0951,0.942
BAT-0758,Fleet Operator A (2W),VoltPack-4200,NMC,4.2,60.0,2023-11-27,Pune,Maharashtra,18.4537,73.9433,1261,2.55,37.9,47.4,45.9,38.1,34.3,0.9869,3.454,0.088,0.377,0.251,0.0986,0.9123
BAT-0759,Fleet Operator B (2W),VoltPack-4400,NMC,4.4,52.0,2022-02-21,New Delhi,Delhi,28.5261,77.0945,663,3.19,30.0,47.5,31.2,31.7,46.9,0.9907,4.933,0.012,0.288,0.192,0.0501,0.9373
BAT-0760,Fleet Operator A (2W),VoltPack-4200,LFP,4.2,60.0,2021-09-01,Jaipur,Rajasthan,27.0186,75.7645,1471,2.43,35.3,44.5,40.1,14.0,49.5,0.9859,2.711,0.01,0.399,0.266,0.1326,0.9058
BAT-0761,Fleet Operator B (2W),VoltPack-3400,LFP,3.4,60.0,2021-05-11,Chennai,Tamil Nadu,13.1631,80.3983,1522,2.28,33.7,53.4,48.6,32.7,11.1,0.9889,1.872,0.02,0.33,0.22,0.1183,0.9255
BAT-0762,Fleet Operator B (2W),VoltPack-3000,NMC,3.0,60.0,2021-01-11,Ahmedabad,Gujarat,23.1686,72.4467,745,2.38,35.8,41.4,18.6,18.5,18.7,0.9929,2.496,0.002,0.238,0.159,0.0384,0.9515
